Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,HTHG,HTAG,home_form_pts,home_goals_for,home_goals_against,away_form_pts,away_goals_for,away_goals_against,h2h_home_winrate,market_home_prob,market_draw_prob,market_away_prob,season,market_prediction
2022-10-03,Leicester,Nott'm Forest,H,4,0,3,0,0.0,1.2,3.2,0.2,1.0,3.0,0.33,0.5429892624813857,0.23755780233560622,0.21945293518300807,2223,H
2022-10-08,Bournemouth,Leicester,H,2,1,0,1,1.2,0.8,2.4,0.6,1.8,2.8,0.33,0.2621286197818729,0.2775479503572772,0.46032342986085,2223,A
2022-10-08,Chelsea,Wolves,H,3,0,1,0,1.8,1.4,1.6,1.0,0.4,1.2,0.33,0.6728971962616822,0.20934579439252335,0.11775700934579439,2223,H
2022-10-08,Man City,Southampton,H,4,0,2,0,2.6,4.0,1.2,0.6,0.6,1.2,0.33,0.8501275191278691,0.09436415462319349,0.05550832624893734,2223,H
2022-10-08,Newcastle,Brentford,H,5,1,2,0,1.2,1.4,1.0,1.2,1.4,1.4,0.33,0.5215686274509804,0.2511764705882353,0.22725490196078432,2223,H
2022-10-08,Brighton,Tottenham,A,0,1,0,1,2.0,2.4,1.4,2.0,2.4,1.4,0.33,0.33972821742605913,0.2797761790567546,0.38049560351718625,2223,A
2022-10-09,Crystal Palace,Leeds,H,2,1,1,1,1.0,1.4,1.6,1.0,1.2,1.4,0.33,0.46400294605045106,0.27177315411526415,0.2642238998342846,2223,H
2022-10-09,West Ham,Fulham,H,3,1,1,1,1.4,1.0,0.8,1.2,1.6,2.2,0.33,0.5510440835266821,0.24941995359628769,0.19953596287703013,2223,H
2022-10-09,Arsenal,Liverpool,H,3,2,2,1,2.4,2.2,1.2,1.6,3.0,1.2,0.33,0.3775518373228725,0.26218877591866147,0.3602593867584661,2223,H
2022-10-09,Everton,Man United,A,1,2,1,2,1.8,1.0,0.6,2.4,2.0,1.6,0.33,0.2642238998342847,0.2717731541152642,0.46400294605045117,2223,A
2022-10-10,Nott'm Forest,Aston Villa,D,1,1,1,1,0.0,0.8,3.6,1.0,0.6,0.8,0.33,0.288135593220339,0.2796610169491525,0.43220338983050843,2223,A
2022-10-14,Brentford,Brighton,H,2,0,1,0,1.0,1.4,2.2,1.4,2.0,1.6,0.33,0.3067869752844252,0.27971753628874063,0.41349548842683403,2223,A
2022-10-15,Leicester,Crystal Palace,D,0,0,0,0,0.6,1.8,2.8,1.0,1.2,1.6,0.33,0.41349548842683415,0.2797175362887407,0.3067869752844253,2223,H
2022-10-15,Fulham,Bournemouth,D,2,2,1,2,1.2,1.6,2.4,1.8,1.2,0.8,0.33,0.5112910097997443,0.25223689816787387,0.23647209203238176,2223,H
2022-10-15,Wolves,Nott'm Forest,H,1,0,0,0,0.8,0.2,1.6,0.2,1.0,3.4,0.33,0.5576208178438662,0.2527881040892193,0.1895910780669145,2223,H
2022-10-15,Tottenham,Everton,H,2,0,0,0,2.0,2.2,1.4,1.6,1.0,0.8,0.33,0.639344262295082,0.21311475409836067,0.1475409836065574,2223,H
2022-10-16,Aston Villa,Chelsea,A,0,2,0,1,1.2,0.8,0.8,2.4,2.0,1.0,0.33,0.21928755908581452,0.25320403489108717,0.5275084060230983,2223,A
2022-10-16,Liverpool,Man City,H,1,0,0,0,1.6,3.2,1.4,2.6,4.0,0.8,0.33,0.2635228848821082,0.23717059639389737,0.49930651872399445,2223,A
2022-10-16,Leeds,Arsenal,A,0,1,0,1,0.4,0.8,1.8,2.4,2.4,1.4,0.33,0.15874177029992684,0.22677395757132407,0.6144842721287491,2223,A
2022-10-16,Southampton,West Ham,D,1,1,1,0,0.6,0.6,1.8,1.4,1.4,1.0,0.33,0.32666132906325057,0.2786228983186549,0.39471577261809443,2223,A
2022-10-16,Man United,Newcastle,D,0,0,0,0,2.4,2.0,1.6,1.6,2.2,1.0,0.33,0.483021608861449,0.24786635191574355,0.2691120392228073,2223,H
2022-10-18,Brighton,Nott'm Forest,D,0,0,0,0,0.8,1.8,2.0,0.2,1.0,2.4,0.33,0.6690140845070423,0.19718309859154928,0.13380281690140844,2223,H
2022-10-18,Crystal Palace,Wolves,H,2,1,0,1,1.2,0.8,0.8,1.2,0.4,1.6,0.33,0.41883568448241604,0.3039936419630439,0.27717067355454006,2223,H
2022-10-19,Bournemouth,Southampton,A,0,1,0,1,1.8,1.6,1.2,0.2,0.4,1.8,0.33,0.3579175704989154,0.28416485900216926,0.3579175704989154,2223,H
2022-10-19,Brentford,Chelsea,D,0,0,0,0,1.4,1.6,2.0,2.4,2.0,0.8,0.33,0.19953596287703013,0.24941995359628769,0.5510440835266821,2223,A
